Case_ID,Person_ID,Age_Group,Day,Latitude,Longitude,Timestamp,Movement_Duration_Min,Distance_km,Speed_kmh,Previous_Area,Target_Area,Hour,Weekday,Is_Weekend
MP-2026-001,P001,18-25,Thursday,23.21578,77.432169,2026-01-02 13:51:00,23.41,5.49,14.06,Home,College,13,Friday,0
MP-2026-001,P001,18-25,Tuesday,23.260452,77.403819,2026-01-03 04:51:00,14.09,9.31,39.65,College,Market,4,Saturday,1
MP-2026-001,P001,26-35,Friday,23.259771,77.412017,2026-01-02 15:27:00,26.72,1.78,4.0,Market,Home,15,Friday,0
MP-2026-001,P001,26-35,Saturday,23.257774,77.412494,2026-01-02 22:57:00,14.77,6.08,24.68,Home,Bus_Stop,22,Friday,0
MP-2026-001,P001,36-45,Friday,23.216053,77.433982,2026-01-02 18:28:00,16.13,4.67,17.36,Bus_Stop,College,18,Friday,0
MP-2026-001,P001,18-25,Saturday,23.258715,77.406246,2026-01-02 22:25:00,11.8,1.04,5.31,College,Market,22,Friday,0
MP-2026-001,P001,18-25,Friday,23.269211,77.41323,2026-01-02 22:57:00,26.05,12.16,28.01,Market,Railway,22,Friday,0
MP-2026-001,P001,18-25,Wednesday,23.260107,77.411138,2026-01-03 00:49:00,21.63,7.49,20.76,Railway,Bus_Stop,0,Saturday,1
MP-2026-001,P001,26-35,Tuesday,23.270202,77.413873,2026-01-02 23:43:00,14.4,5.24,21.82,Bus_Stop,Railway,23,Friday,0
MP-2026-001,P001,26-35,Friday,23.259316,77.412849,2026-01-02 20:28:00,26.8,2.62,5.87,Railway,Home,20,Friday,0
MP-2026-001,P001,36-45,Monday,23.259134,77.411198,2026-01-02 17:56:00,31.12,6.47,12.48,Home,Bus_Stop,17,Friday,0
MP-2026-001,P001,18-25,Sunday,23.259591,77.402167,2026-01-02 19:31:00,28.79,12.7,26.48,Bus_Stop,Market,19,Friday,0
MP-2026-001,P001,36-45,Monday,23.239659,77.398295,2026-01-02 16:47:00,13.26,0.44,2.0,Market,Park,16,Friday,0
MP-2026-001,P001,18-25,Friday,23.259389,77.403844,2026-01-03 04:51:00,28.52,19.67,41.39,Park,Market,4,Saturday,1
MP-2026-001,P001,18-25,Tuesday,23.237171,77.401323,2026-01-02 17:22:00,21.99,2.79,7.6,Market,Park,17,Friday,0
MP-2026-001,P001,18-25,Tuesday,23.256992,77.399125,2026-01-02 19:28:00,17.43,6.45,22.22,Park,Hospital,19,Friday,0
MP-2026-001,P001,18-25,Saturday,23.25938,77.412845,2026-01-02 14:26:00,21.86,2.44,6.7,Hospital,Home,14,Friday,0
MP-2026-001,P001,36-45,Friday,23.259048,77.410275,2026-01-03 01:03:00,12.36,7.68,37.29,Home,Bus_Stop,1,Saturday,1
MP-2026-001,P001,26-35,Tuesday,23.270629,77.412408,2026-01-02 19:02:00,8.06,3.22,23.98,Bus_Stop,Railway,19,Friday,0
MP-2026-001,P001,18-25,Monday,23.259666,77.40488,2026-01-02 15:12:00,8.64,3.49,24.22,Railway,Market,15,Friday,0
MP-2026-001,P001,26-35,Friday,23.261531,77.412256,2026-01-03 01:31:00,24.79,0.83,2.0,Market,Home,1,Saturday,1
MP-2026-001,P001,36-45,Sunday,23.270612,77.41132,2026-01-02 21:17:00,15.55,6.4,24.7,Home,Railway,21,Friday,0
MP-2026-001,P001,18-25,Tuesday,23.260547,77.39722,2026-01-02 21:10:00,27.81,12.62,27.22,Railway,Hospital,21,Friday,0
MP-2026-001,P001,36-45,Saturday,23.257377,77.40333,2026-01-03 00:27:00,13.83,4.32,18.72,Hospital,Market,0,Saturday,1
MP-2026-001,P001,26-35,Tuesday,23.240041,77.400308,2026-01-03 00:47:00,31.81,8.06,15.19,Market,Park,0,Saturday,1
MP-2026-001,P001,36-45,Monday,23.214122,77.432228,2026-01-02 20:32:00,32.22,14.63,27.24,Park,College,20,Friday,0
MP-2026-001,P001,36-45,Sunday,23.260309,77.412496,2026-01-02 23:48:00,29.9,4.58,9.2,College,Home,23,Friday,0
MP-2026-001,P001,18-25,Friday,23.259011,77.410863,2026-01-03 03:04:00,20.38,9.52,28.04,Home,Bus_Stop,3,Saturday,1
MP-2026-001,P001,26-35,Monday,23.213979,77.431235,2026-01-02 21:45:00,12.51,4.6,22.06,Bus_Stop,College,21,Friday,0
MP-2026-001,P001,36-45,Tuesday,23.258907,77.412235,2026-01-02 22:57:00,20.93,7.27,20.86,College,Home,22,Friday,0
MP-2026-001,P001,26-35,Tuesday,23.259496,77.405611,2026-01-03 03:46:00,16.88,10.63,37.78,Home,Market,3,Saturday,1
MP-2026-001,P001,18-25,Saturday,23.27087,77.41049,2026-01-03 02:14:00,18.9,10.78,34.2,Market,Railway,2,Saturday,1
MP-2026-001,P001,18-25,Tuesday,23.260654,77.408844,2026-01-02 15:16:00,26.37,12.26,27.9,Railway,Bus_Stop,15,Friday,0
MP-2026-001,P001,18-25,Wednesday,23.260347,77.402271,2026-01-03 04:10:00,12.48,6.36,30.57,Bus_Stop,Market,4,Saturday,1
MP-2026-001,P001,18-25,Saturday,23.268417,77.413205,2026-01-02 22:50:00,15.53,5.77,22.29,Market,Railway,22,Friday,0
MP-2026-001,P001,26-35,Monday,23.259943,77.403655,2026-01-02 13:13:00,10.72,3.48,19.47,Railway,Market,13,Friday,0
MP-2026-001,P001,36-45,Saturday,23.260922,77.411856,2026-01-02 13:34:00,15.39,1.61,6.29,Market,Home,13,Friday,0
MP-2026-001,P001,36-45,Sunday,23.260837,77.410803,2026-01-02 22:13:00,23.77,13.5,34.07,Home,Bus_Stop,22,Friday,0
MP-2026-001,P001,36-45,Monday,23.260829,77.401052,2026-01-03 03:24:00,24.61,9.27,22.6,Bus_Stop,Market,3,Saturday,1
MP-2026-001,P001,36-45,Monday,23.258972,77.412179,2026-01-02 13:12:00,27.05,9.83,21.81,Market,Home,13,Friday,0
MP-2026-001,P001,26-35,Monday,23.260575,77.411167,2026-01-03 03:07:00,35.89,22.94,38.36,Home,Bus_Stop,3,Saturday,1
MP-2026-001,P001,18-25,Saturday,23.257302,77.404714,2026-01-02 23:44:00,18.45,9.68,31.48,Bus_Stop,Market,23,Friday,0
MP-2026-001,P001,18-25,Thursday,23.259119,77.412015,2026-01-02 23:29:00,13.35,2.3,10.34,Market,Home,23,Friday,0
MP-2026-001,P001,26-35,Wednesday,23.259968,77.396898,2026-01-02 16:14:00,26.04,10.4,23.96,Home,Hospital,16,Friday,0
MP-2026-001,P001,26-35,Thursday,23.261452,77.405944,2026-01-02 15:44:00,24.56,9.56,23.36,Hospital,Market,15,Friday,0
MP-2026-001,P001,26-35,Wednesday,23.239159,77.403051,2026-01-02 13:25:00,21.11,2.99,8.51,Market,Park,13,Friday,0
MP-2026-001,P001,18-25,Monday,23.268818,77.412657,2026-01-02 14:55:00,26.08,10.34,23.79,Park,Railway,14,Friday,0
MP-2026-001,P001,18-25,Wednesday,23.261568,77.409775,2026-01-02 15:29:00,32.04,12.86,24.08,Railway,Bus_Stop,15,Friday,0
MP-2026-002,P002,26-35,Wednesday,23.239702,77.400773,2026-01-04 04:21:00,25.57,5.85,13.72,Home,Park,4,Sunday,1
MP-2026-002,P002,26-35,Sunday,23.259784,77.402451,2026-01-04 02:03:00,6.34,3.57,33.74,Park,Market,2,Sunday,1
MP-2026-002,P002,36-45,Sunday,23.27045,77.41525,2026-01-04 03:14:00,27.98,6.98,14.97,Market,Railway,3,Sunday,1
MP-2026-002,P002,26-35,Thursday,23.259283,77.404925,2026-01-03 15:05:00,24.55,11.93,29.16,Railway,Market,15,Saturday,1
MP-2026-002,P002,18-25,Saturday,23.240947,77.400961,2026-01-03 23:35:00,25.77,7.21,16.79,Market,Park,23,Saturday,1
MP-2026-002,P002,18-25,Friday,23.260475,77.413,2026-01-03 13:53:00,16.44,5.21,19.01,Park,Home,13,Saturday,1
MP-2026-002,P002,18-25,Thursday,23.216644,77.433627,2026-01-03 15:35:00,22.25,6.15,16.57,Home,College,15,Saturday,1
MP-2026-002,P002,26-35,Friday,23.258487,77.411784,2026-01-03 19:46:00,7.99,2.09,15.7,College,Home,19,Saturday,1
MP-2026-002,P002,18-25,Friday,23.258757,77.404056,2026-01-04 00:42:00,25.81,12.37,28.77,Home,Market,0,Sunday,1
MP-2026-002,P002,26-35,Saturday,23.259177,77.414162,2026-01-03 21:53:00,16.24,2.08,7.7,Market,Home,21,Saturday,1
MP-2026-002,P002,18-25,Friday,23.261746,77.411129,2026-01-03 17:46:00,16.58,7.43,26.89,Home,Bus_Stop,17,Saturday,1
MP-2026-002,P002,26-35,Wednesday,23.270623,77.409815,2026-01-03 23:37:00,9.64,3.05,18.97,Bus_Stop,Railway,23,Saturday,1
MP-2026-002,P002,26-35,Thursday,23.259266,77.408664,2026-01-03 16:05:00,27.25,10.43,22.97,Railway,Bus_Stop,16,Saturday,1
MP-2026-002,P002,18-25,Saturday,23.215277,77.430672,2026-01-04 00:39:00,20.47,15.7,46.01,Bus_Stop,College,0,Sunday,1
MP-2026-002,P002,36-45,Tuesday,23.205819,77.438355,2026-01-04 02:28:00,31.72,9.5,17.96,College,Mall,2,Sunday,1
MP-2026-002,P002,36-45,Thursday,23.261566,77.409409,2026-01-04 00:48:00,5.0,1.56,18.72,Mall,Home,0,Sunday,1
MP-2026-002,P002,18-25,Sunday,23.215732,77.431779,2026-01-03 22:09:00,27.61,13.09,28.45,Home,College,22,Saturday,1
MP-2026-002,P002,36-45,Sunday,23.259823,77.412026,2026-01-03 13:56:00,14.17,5.45,23.07,College,Bus_Stop,13,Saturday,1
MP-2026-002,P002,36-45,Saturday,23.259975,77.401743,2026-01-03 15:32:00,23.53,15.69,40.02,Bus_Stop,Market,15,Saturday,1
MP-2026-002,P002,26-35,Sunday,23.259467,77.413991,2026-01-03 17:53:00,12.5,1.12,5.4,Market,Home,17,Saturday,1
MP-2026-002,P002,26-35,Wednesday,23.215991,77.430499,2026-01-04 00:17:00,13.47,4.33,19.31,Home,College,0,Sunday,1
MP-2026-002,P002,26-35,Saturday,23.260422,77.403196,2026-01-03 21:33:00,23.78,10.08,25.43,College,Market,21,Saturday,1
MP-2026-002,P002,36-45,Monday,23.238855,77.402324,2026-01-04 02:22:00,30.77,3.92,7.65,Market,Park,2,Sunday,1
MP-2026-002,P002,36-45,Friday,23.258282,77.413492,2026-01-03 18:21:00,20.81,0.69,2.0,Park,Home,18,Saturday,1
MP-2026-002,P002,26-35,Tuesday,23.260616,77.404152,2026-01-03 21:37:00,14.57,6.54,26.96,Home,Market,21,Saturday,1
MP-2026-002,P002,26-35,Saturday,23.240845,77.402885,2026-01-03 21:52:00,9.76,0.33,2.0,Market,Park,21,Saturday,1
MP-2026-002,P002,36-45,Thursday,23.259482,77.412838,2026-01-03 16:50:00,8.75,0.83,5.72,Park,Home,16,Saturday,1
MP-2026-002,P002,36-45,Thursday,23.259349,77.41066,2026-01-03 19:46:00,19.01,4.98,15.72,Home,Bus_Stop,19,Saturday,1
MP-2026-002,P002,18-25,Monday,23.27005,77.411341,2026-01-03 14:52:00,9.37,2.99,19.12,Bus_Stop,Railway,14,Saturday,1
MP-2026-002,P002,18-25,Friday,23.258944,77.412509,2026-01-03 14:36:00,15.24,4.29,16.9,Railway,Home,14,Saturday,1
MP-2026-002,P002,18-25,Monday,23.214017,77.431729,2026-01-04 02:15:00,24.88,12.72,30.66,Home,College,2,Sunday,1
MP-2026-002,P002,18-25,Friday,23.259948,77.412614,2026-01-03 14:24:00,28.23,9.17,19.48,College,Home,14,Saturday,1
MP-2026-002,P002,36-45,Tuesday,23.257499,77.407127,2026-01-03 19:13:00,15.3,7.78,30.5,Home,Market,19,Saturday,1
MP-2026-002,P002,18-25,Saturday,23.258029758224538,77.42024027451676,2026-01-03 19:34:00,15.87,4.38,84.5698252316791,Market,Park,19,Saturday,1
MP-2026-002,P002,36-45,Thursday,23.258473,77.40029,2026-01-03 15:36:00,30.39,5.21,10.29,Park,Hospital,15,Saturday,1
MP-2026-002,P002,26-35,Tuesday,23.262351,77.413182,2026-01-04 01:17:00,25.84,0.86,2.0,Hospital,Home,1,Sunday,1
MP-2026-002,P002,36-45,Monday,23.258475,77.402576,2026-01-04 04:34:00,15.56,7.22,27.83,Home,Market,4,Sunday,1
MP-2026-002,P002,26-35,Tuesday,23.239244,77.398498,2026-01-03 13:29:00,18.92,3.13,9.94,Market,Park,13,Saturday,1
MP-2026-002,P002,36-45,Tuesday,23.25799,77.413364,2026-01-03 17:45:00,17.8,0.99,3.33,Park,Home,17,Saturday,1
MP-2026-002,P002,26-35,Monday,23.215401,77.431009,2026-01-03 20:45:00,21.66,12.21,33.82,Home,College,20,Saturday,1
MP-2026-002,P002,18-25,Monday,23.207866,77.436602,2026-01-03 18:52:00,15.99,7.22,27.1,College,Mall,18,Saturday,1
MP-2026-002,P002,26-35,Monday,23.258105,77.410298,2026-01-04 03:22:00,15.43,9.76,37.94,Mall,Bus_Stop,3,Sunday,1
MP-2026-002,P002,26-35,Wednesday,23.268754,77.411756,2026-01-04 03:24:00,34.37,22.24,38.83,Bus_Stop,Railway,3,Sunday,1
MP-2026-002,P002,36-45,Wednesday,23.258483,77.408386,2026-01-03 15:24:00,18.39,9.67,31.55,Railway,Bus_Stop,15,Saturday,1
MP-2026-002,P002,36-45,Tuesday,23.269655,77.411843,2026-01-03 17:59:00,28.24,13.32,28.3,Bus_Stop,Railway,17,Saturday,1
MP-2026-002,P002,18-25,Wednesday,23.261224,77.412759,2026-01-03 13:05:00,20.51,6.05,17.71,Railway,Home,13,Saturday,1
MP-2026-002,P002,36-45,Friday,23.214197,77.431109,2026-01-03 17:41:00,14.96,7.54,30.22,Home,College,17,Saturday,1
MP-2026-002,P002,36-45,Sunday,23.261148,77.412486,2026-01-03 22:09:00,25.11,2.6,6.21,College,Home,22,Saturday,1
MP-2026-002,P002,18-25,Monday,23.259034,77.405534,2026-01-03 19:01:00,8.08,4.54,33.72,Home,Market,19,Saturday,1
MP-2026-002,P002,26-35,Sunday,23.269335,77.412828,2026-01-03 15:29:00,17.36,8.01,27.68,Market,Railway,15,Saturday,1
MP-2026-002,P002,26-35,Monday,23.258911,77.41099,2026-01-03 14:03:00,11.79,6.98,35.52,Railway,Bus_Stop,14,Saturday,1
MP-2026-002,P002,18-25,Wednesday,23.214896,77.434293,2026-01-03 23:34:00,31.06,8.32,16.06,Bus_Stop,College,23,Saturday,1
MP-2026-002,P002,18-25,Thursday,23.208379,77.436921,2026-01-03 22:22:00,16.75,4.49,16.09,College,Mall,22,Saturday,1
MP-2026-002,P002,36-45,Saturday,23.215707,77.433399,2026-01-04 01:28:00,16.04,9.05,33.84,Mall,College,1,Sunday,1
MP-2026-002,P002,26-35,Wednesday,23.206233,77.435624,2026-01-03 17:46:00,11.44,7.8,40.93,College,Mall,17,Saturday,1
MP-2026-002,P002,18-25,Monday,23.25856,77.411194,2026-01-03 18:14:00,25.12,1.9,4.54,Mall,Home,18,Saturday,1
MP-2026-002,P002,18-25,Sunday,23.258901,77.405341,2026-01-03 20:59:00,18.16,9.05,29.89,Home,Market,20,Saturday,1
MP-2026-002,P002,18-25,Saturday,23.260671,77.414195,2026-01-04 04:43:00,23.93,7.48,18.74,Market,Home,4,Sunday,1
MP-2026-002,P002,26-35,Saturday,23.213889,77.432727,2026-01-03 21:37:00,16.28,6.51,23.98,Home,College,21,Saturday,1
MP-2026-002,P002,36-45,Saturday,23.259138,77.413795,2026-01-04 01:16:00,5.0,0.57,6.83,College,Home,1,Sunday,1
MP-2026-002,P002,26-35,Saturday,23.21591,77.432563,2026-01-03 15:23:00,20.38,8.74,25.74,Home,College,15,Saturday,1
MP-2026-002,P002,18-25,Saturday,23.258735,77.404032,2026-01-04 00:32:00,20.3,7.4,21.87,College,Market,0,Sunday,1
MP-2026-002,P002,26-35,Tuesday,23.258698,77.412263,2026-01-03 19:25:00,24.99,7.05,16.92,Market,Home,19,Saturday,1
MP-2026-002,P002,26-35,Thursday,23.215853,77.433056,2026-01-03 21:38:00,26.89,7.74,17.26,Home,College,21,Saturday,1
MP-2026-002,P002,26-35,Tuesday,23.259498,77.415496,2026-01-03 23:19:00,29.38,12.29,25.09,College,Home,23,Saturday,1
MP-2026-002,P002,36-45,Friday,23.260783,77.410737,2026-01-03 23:17:00,15.77,5.46,20.78,Home,Bus_Stop,23,Saturday,1
MP-2026-002,P002,36-45,Wednesday,23.268027,77.414038,2026-01-03 20:40:00,19.89,7.33,22.1,Bus_Stop,Railway,20,Saturday,1
MP-2026-002,P002,26-35,Thursday,23.261209,77.412467,2026-01-04 03:57:00,32.59,3.59,6.62,Railway,Home,3,Sunday,1
MP-2026-002,P002,26-35,Sunday,23.259269,77.405257,2026-01-03 16:57:00,34.25,15.56,27.26,Home,Market,16,Saturday,1
MP-2026-002,P002,18-25,Wednesday,23.258834,77.410964,2026-01-03 15:44:00,18.99,5.92,18.72,Market,Home,15,Saturday,1
MP-2026-002,P002,18-25,Monday,23.25834,77.403194,2026-01-04 02:01:00,17.67,8.91,30.27,Home,Market,2,Sunday,1
MP-2026-002,P002,36-45,Monday,23.239826,77.397582,2026-01-03 21:19:00,22.55,0.75,2.0,Market,Park,21,Saturday,1
MP-2026-002,P002,26-35,Wednesday,23.21766,77.433845,2026-01-03 16:44:00,13.92,5.25,22.63,Park,College,16,Saturday,1
MP-2026-002,P002,18-25,Monday,23.262241,77.411892,2026-01-03 21:00:00,9.92,4.19,25.33,College,Home,21,Saturday,1
MP-2026-002,P002,36-45,Sunday,23.213636,77.433447,2026-01-04 00:36:00,27.76,15.25,32.95,Home,College,0,Sunday,1
MP-2026-002,P002,18-25,Monday,23.206108,77.436339,2026-01-03 14:08:00,20.42,11.26,33.09,College,Mall,14,Saturday,1
MP-2026-002,P002,36-45,Wednesday,23.259229,77.402927,2026-01-04 00:41:00,5.0,2.05,24.63,Mall,Market,0,Sunday,1
MP-2026-002,P002,26-35,Thursday,23.24,77.401416,2026-01-04 03:55:00,43.5,1.45,2.0,Market,Park,3,Sunday,1
MP-2026-002,P002,26-35,Friday,23.26123,77.411352,2026-01-03 22:59:00,14.79,2.94,11.94,Park,Home,22,Saturday,1
MP-2026-002,P002,18-25,Tuesday,23.207544,77.437595,2026-01-03 22:42:00,36.03,16.68,27.78,Home,Mall,22,Saturday,1
MP-2026-003,P003,18-25,Monday,23.216927,77.433424,2026-01-04 15:30:00,33.05,11.22,20.37,Home,College,15,Sunday,1
MP-2026-003,P003,18-25,Wednesday,23.259823,77.412995,2026-01-05 04:12:00,31.48,6.5,12.38,College,Home,4,Monday,0
MP-2026-003,P003,18-25,Saturday,23.216682,77.431833,2026-01-05 01:40:00,16.87,9.43,33.53,Home,College,1,Monday,0
MP-2026-003,P003,18-25,Monday,23.260331,77.402246,2026-01-04 22:06:00,28.57,6.6,13.86,College,Market,22,Sunday,1
MP-2026-003,P003,26-35,Saturday,23.238536,77.400958,2026-01-04 23:34:00,11.61,2.55,13.16,Market,Park,23,Sunday,1
MP-2026-003,P003,18-25,Sunday,23.259071,77.405351,2026-01-04 18:27:00,6.84,2.08,18.27,Park,Market,18,Sunday,1
MP-2026-003,P003,18-25,Sunday,23.270827,77.409977,2026-01-05 02:49:00,34.57,16.85,29.26,Market,Railway,2,Monday,0
MP-2026-003,P003,26-35,Friday,23.257276,77.412337,2026-01-04 16:20:00,19.24,5.84,18.22,Railway,Bus_Stop,16,Sunday,1
MP-2026-003,P003,26-35,Tuesday,23.214414,77.430676,2026-01-05 03:27:00,23.17,5.65,14.62,Bus_Stop,College,3,Monday,0
MP-2026-003,P003,18-25,Sunday,23.257821,77.40373,2026-01-04 23:06:00,24.41,8.63,21.22,College,Market,23,Sunday,1
MP-2026-003,P003,18-25,Thursday,23.236988,77.401529,2026-01-04 16:19:00,19.4,6.4,19.78,Market,Park,16,Sunday,1
MP-2026-003,P003,26-35,Monday,23.260197,77.415301,2026-01-05 00:08:00,29.29,6.86,14.06,Park,Home,0,Monday,0
MP-2026-003,P003,26-35,Monday,23.216497,77.431159,2026-01-04 14:23:00,29.98,12.96,25.94,Home,College,14,Sunday,1
MP-2026-003,P003,36-45,Friday,23.262567,77.411115,2026-01-05 03:48:00,23.31,5.61,14.44,College,Home,3,Monday,0
MP-2026-003,P003,18-25,Monday,23.21707,77.433948,2026-01-05 04:10:00,9.04,3.63,24.1,Home,College,4,Monday,0
MP-2026-003,P003,18-25,Monday,23.2607,77.410741,2026-01-04 14:02:00,5.0,0.17,2.0,College,Home,14,Sunday,1
MP-2026-003,P003,18-25,Monday,23.259363,77.403359,2026-01-04 22:31:00,18.37,7.76,25.35,Home,Market,22,Sunday,1
MP-2026-003,P003,26-35,Thursday,23.237579,77.400146,2026-01-04 21:38:00,13.84,2.36,10.24,Market,Park,21,Sunday,1
MP-2026-003,P003,26-35,Wednesday,23.257886,77.397989,2026-01-04 20:49:00,25.86,8.76,20.33,Park,Hospital,20,Sunday,1
MP-2026-003,P003,18-25,Friday,23.28722070163779,77.4238984383453,2026-01-05 02:51:00,14.55,6.96,109.51834287637328,Hospital,Market,2,Monday,0
MP-2026-003,P003,18-25,Thursday,23.269803,77.410904,2026-01-05 02:29:00,17.55,11.43,39.08,Market,Railway,2,Monday,0
MP-2026-003,P003,18-25,Saturday,23.257689,77.40362,2026-01-04 17:19:00,26.24,12.47,28.51,Railway,Market,17,Sunday,1
MP-2026-003,P003,26-35,Friday,23.260876,77.411776,2026-01-05 04:32:00,39.73,7.34,11.09,Market,Home,4,Monday,0
MP-2026-003,P003,18-25,Wednesday,23.214782,77.430591,2026-01-04 21:20:00,14.25,4.62,19.46,Home,College,21,Sunday,1
MP-2026-003,P003,26-35,Thursday,23.262487,77.411242,2026-01-04 19:05:00,26.71,4.43,9.96,College,Home,19,Sunday,1
MP-2026-003,P003,26-35,Saturday,23.255982,77.404034,2026-01-04 18:17:00,28.67,18.32,38.33,Home,Market,18,Sunday,1
MP-2026-003,P003,26-35,Wednesday,23.268798,77.41379,2026-01-04 21:14:00,17.18,5.64,19.68,Market,Railway,21,Sunday,1
MP-2026-003,P003,18-25,Saturday,23.261203,77.41317,2026-01-04 21:53:00,7.22,1.97,16.39,Railway,Home,21,Sunday,1
MP-2026-003,P003,18-25,Tuesday,23.259012,77.402426,2026-01-04 21:05:00,12.06,5.11,25.4,Home,Market,21,Sunday,1
MP-2026-003,P003,26-35,Friday,23.269668,77.413236,2026-01-05 04:31:00,21.14,11.49,32.6,Market,Railway,4,Monday,0
MP-2026-003,P003,18-25,Tuesday,23.257912,77.414108,2026-01-05 03:50:00,22.23,0.74,2.0,Railway,Home,3,Monday,0
MP-2026-003,P003,18-25,Thursday,23.259178,77.403595,2026-01-04 21:22:00,16.71,6.7,24.05,Home,Market,21,Sunday,1
MP-2026-003,P003,18-25,Sunday,23.270258,77.411493,2026-01-04 13:03:00,25.01,7.95,19.08,Market,Railway,13,Sunday,1
MP-2026-003,P003,36-45,Wednesday,23.259599,77.406746,2026-01-04 19:49:00,18.2,5.59,18.43,Railway,Market,19,Sunday,1
